id,rank,rankUpDown,title,fullTitle,year,image,crew,imDbRating,imDbRatingCount
tt9603212,11,+13,Mission: Impossible - Dead Reckoning Part One,Mission: Impossible - Dead Reckoning Part One (2023),2023,https://m.media-amazon.com/images/M/MV5BYzFiZjc1YzctMDY3Zi00NGE5LTlmNWEtN2Q3OWFjYjY1NGM2XkEyXkFqcGdeQXVyMTUyMTUzNjQ0._V1_Ratio0.6860_AL_.jpg,"Christopher McQuarrie (director), Tom Cruise, Hayley Atwell, Ving Rhames, Simon Pegg",7.8,165100
tt17024450,12,-2,The Equalizer 3,The Equalizer 3 (2023),2023,https://m.media-amazon.com/images/M/MV5BODdiMzM2YjctZmU3ZS00MzUwLWJiYTMtMmI2NzIyMTQyOTQ1XkEyXkFqcGdeQXVyODY5NzkyMjA@._V1_Ratio0.8019_AL_.jpg,"Antoine Fuqua (director), Denzel Washington, Dakota Fanning, Eugenio Mastrandrea, David Denman",6.9,51388
tt4589218,13,+3,Five Nights at Freddy's,Five Nights at Freddy's (2023),2023,https://m.media-amazon.com/images/M/MV5BNWI3ZmY4NmItMGQ4My00ODJlLWJlNTktYjk2NzRkODU3YTNlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_Ratio0.6763_AL_.jpg,"Emma Tammi (director), Josh Hutcherson, Mary Stuart Masterson, Lucas Grant, David Huston Doty",,0
tt1517268,14,-2,Barbie,Barbie (2023),2023,https://m.media-amazon.com/images/M/MV5BNjU3N2QxNzYtMjk1NC00MTc4LTk1NTQtMmUxNTljM2I0NDA5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_Ratio0.6763_AL_.jpg,"Greta Gerwig (director), Margot Robbie, Ryan Gosling, Issa Rae, Kate McKinnon",7,361824
tt14145436,15,+28,Pet Sematary: Bloodlines,Pet Sematary: Bloodlines (2023),2023,https://m.media-amazon.com/images/M/MV5BZjc0OWY0YzgtNDU1MS00ZjNiLWFiZjctMDNmNThlMTM4NDVkXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_Ratio0.6763_AL_.jpg,"Lindsey Anderson Beer (director), Jackson White, Natalie Alyn Lind, Forrest Goodluck, Isabella LaBlanc",4.7,5720
tt10638522,16,+1,Talk to Me,Talk to Me (2022),2022,https://m.media-amazon.com/images/M/MV5BMmY5ZGE4NmUtZWI4OS00ZWJmLWFjMzgtOWUyZjI4NDg3Y2E5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_Ratio0.6763_AL_.jpg,"Danny Philippou (director), Michael Philippou (director), Ari McCarthy, Hamish Phillips, Kit Erhart-Bruce, Sarah Brokensha",7.2,82567
tt14509110,17,-10,No One Will Save You,No One Will Save You (2023),2023,https://m.media-amazon.com/images/M/MV5BMGNhZDczNTUtOWEzZS00ZjEyLTkzODQtOGM1MTZiMGY2ODIyXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_Ratio0.6763_AL_.jpg,"Brian Duffield (director), Kaitlyn Dever, Elizabeth Kaluev, Zack Duhame, Lauren L. Murray",6.3,42068
tt15398776,18,+1,Oppenheimer,Oppenheimer (2023),2023,https://m.media-amazon.com/images/M/MV5BMDBmYTZjNjUtN2M1MS00MTQ2LTk2ODgtNzc2M2QyZGE5NTVjXkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_Ratio0.6763_AL_.jpg,"Christopher Nolan (director), Cillian Murphy, Emily Blunt, Matt Damon, Robert Downey Jr.",8.5,464095
tt5648882,19,+262,The Burial,The Burial (2023),2023,https://m.media-amazon.com/images/M/MV5BMGM4NTE2NzYtNGYzMy00ZmY0LTg3MDEtNmYxMDg3YjU2NWQzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_Ratio0.8019_AL_.jpg,"Maggie Betts (director), Jamie Foxx, Tommy Lee Jones, Jurnee Smollett, Alan Ruck",7.1,8710
tt7599146,20,-2,Sound of Freedom,Sound of Freedom (2023),2023,https://m.media-amazon.com/images/M/MV5BNTAwNWQ1ZjQtZDFmMC00YjNlLWFlNjItMjJlYzZkMjJlNzkyXkEyXkFqcGdeQXVyNzc0MTgzMzU@._V1_Ratio0.6763_AL_.jpg,"Alejandro Monteverde (director), Jim Caviezel, Mira Sorvino, Bill Camp, Cristal Aparicio",7.8,74535
tt3291150,21,+6,Expend4bles,Expend4bles (2023),2023,https://m.media-amazon.com/images/M/MV5BMDFhYjc2NmUtNDBlOC00NDE5LTk5YWYtYmM4ZmMxNTUxMGNjXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_Ratio0.6763_AL_.jpg,"Scott Waugh (director), Jason Statham, 50 Cent, Megan Fox, Dolph Lundgren",4.9,17453
tt0070047,22,-1,The Exorcist,The Exorcist (1973),1973,https://m.media-amazon.com/images/M/MV5BYWFlZGY2NDktY2ZjOS00ZWNkLTg0ZDAtZDY4MTM1ODU4ZjljXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_Ratio0.6763_AL_.jpg,"William Friedkin (director), Ellen Burstyn, Max von Sydow, Linda Blair, Lee J. Cobb",8.1,439276
tt10160976,23,-10,The Nun II,The Nun II (2023),2023,https://m.media-amazon.com/images/M/MV5BNmE5MmM2ZGEtNTVlNC00M2Q3LTliMjMtMzg5YjUyMjliZWIzXkEyXkFqcGdeQXVyMTAxNzQ1NzI@._V1_Ratio0.8019_AL_.jpg,"Michael Chaves (director), Taissa Farmiga, Jonas Bloquet, Storm Reid, Anna Popplewell",5.7,34960
tt0080761,24,+164,Friday the 13th,Friday the 13th (1980),1980,https://m.media-amazon.com/images/M/MV5BNWMxYTYzYWQtNGZmNy00MTg5LTk1N2MtNzQ5NjQxYjQ5NTJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_Ratio0.6763_AL_.jpg,"Sean S. Cunningham (director), Betsy Palmer, Adrienne King, Jeannine Taylor, Robbi Morgan",6.4,152424
tt26350277,25,+93,Ballerina,Ballerina (2023),2023,https://m.media-amazon.com/images/M/MV5BODQ4MTk1NzMtODBmYi00MWI1LThiNWUtYTA0ZGE5ZDZkOTkxXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_Ratio0.6763_AL_.jpg,"Chung-Hyun Lee (director), Kefas Brand, Kim Ji-hoon, Jeon Jong-seo, Harrison Xu",6.2,5540
tt22687790,26,-12,A Haunting in Venice,A Haunting in Venice (2023),2023,https://m.media-amazon.com/images/M/MV5BYmI4MzE2YjQtYWMxYi00MjBhLThhOTYtYjdiOGQ4NzE4MWViXkEyXkFqcGdeQXVyMzUwNDIxMjQ@._V1_Ratio0.7923_AL_.jpg,"Kenneth Branagh (director), Kenneth Branagh, Michelle Yeoh, Jamie Dornan, Tina Fey",6.8,32223
tt15257160,27,+364,Pain Hustlers,Pain Hustlers (2023),2023,https://m.media-amazon.com/images/M/MV5BMWI5NTZhNWEtMTg1Mi00ODdkLWFhOWQtYWZiYTA1ZDZkMjY2XkEyXkFqcGdeQXVyMDc5ODIzMw@@._V1_Ratio0.6763_AL_.jpg,"David Yates (director), Emily Blunt, Chris Evans, Catherine O'Hara, Chloe Coleman",5.8,339
tt13560574,28,+4,X,X (2022),2022,https://m.media-amazon.com/images/M/MV5BMTJiMmE5YWItOWZjYS00YTg0LWE0MTYtMzg2ZTY4YjNkNDEzXkEyXkFqcGdeQXVyMTAzMDg4NzU0._V1_Ratio0.8019_AL_.jpg,"Ti West (director), Mia Goth, Jenna Ortega, Brittany Snow, Kid Cudi",6.6,148587
tt16968450,29,-21,The Wonderful Story of Henry Sugar,The Wonderful Story of Henry Sugar (2023),2023,https://m.media-amazon.com/images/M/MV5BZjJjYzkyNWMtZTM2My00YWQ3LWJiODktMzc5YjhlNGY1Mjg5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_Ratio0.6763_AL_.jpg,"Wes Anderson (director), Ralph Fiennes, Benedict Cumberbatch, Dev Patel, Ben Kingsley",7.4,34598
tt0107120,30,+27,Hocus Pocus,Hocus Pocus (1993),1993,https://m.media-amazon.com/images/M/MV5BNWM3NmRhMGMtOGE4ZC00MDk0LWI1NjMtMjVlNTEwOTcwZTc0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_Ratio0.6763_AL_.jpg,"Kenny Ortega (director), Bette Midler, Sarah Jessica Parker, Kathy Najimy, Omri Katz",6.9,150213
tt3427252,31,+51,The Boogeyman,The Boogeyman (2023),2023,https://m.media-amazon.com/images/M/MV5BNzNkYmE1NDYtMmI4Mi00YjU2LTkxZDEtMWI0ZDE4MTczZDRjXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_Ratio0.6763_AL_.jpg,"Rob Savage (director), Sophie Thatcher, Chris Messina, Vivien Lyra Blair, David Dastmalchian",5.9,32628
tt0112642,32,+62,Casper,Casper (1995),1995,https://m.media-amazon.com/images/M/MV5BZmQzZThjNDQtMjAxNC00YzhjLWFkNmItZDg4NjkxNjZkMjMxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_Ratio0.6763_AL_.jpg,"Brad Silberling (director), Bill Pullman, Christina Ricci, Cathy Moriarty, Eric Idle",6.1,142880
tt28814949,33,+293,Taylor Swift: The Eras Tour,Taylor Swift: The Eras Tour (2023),2023,https://m.media-amazon.com/images/M/MV5BMTU1Y2EzYTQtNDE2Zi00YmY0LTlhOTMtNjA1NzVlZTczMTFlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_Ratio0.6860_AL_.jpg,"Sam Wrench (director), Taylor Swift, Amanda Balen, Taylor Banks, Karen Chuang",8.5,7301
tt15789038,34,-8,Elemental,Elemental (2023),2023,https://m.media-amazon.com/images/M/MV5BZjYxYWVjMDMtZGRjZS00ZDE4LTk0OWUtMjUyOTI4MmYxNjgwXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_Ratio0.6763_AL_.jpg,"Peter Sohn (director), Leah Lewis, Mamoudou Athie, Ronnie Del Carmen, Shila Ommi",7,86525
tt15153532,35,+64,Strays,Strays (2023),2023,https://m.media-amazon.com/images/M/MV5BNDkwNjEzNTYtZmYyMS00MTJmLWE3ZjItMWIxNzBmZWU4ZGM1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_Ratio0.6763_AL_.jpg,"Josh Greenbaum (director), Will Ferrell, Jamie Foxx, Isla Fisher, Randall Park",6.3,17054
tt15433600,36,+11,Khufiya,Khufiya (2023),2023,https://m.media-amazon.com/images/M/MV5BNWYzMWFhYmQtNmI0Ni00OWJkLWFiMjktM2JlZmEzZjgzNjE1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_Ratio0.8019_AL_.jpg,"Vishal Bhardwaj (director), Tabu, Ali Fazal, Wamiqa Gabbi, Azmeri Haque Badhon",6.1,3738
tt6166392,37,+416,Wonka,Wonka (2023),2023,https://m.media-amazon.com/images/M/MV5BNzJiZGRkMDgtZWFlOS00MWRhLThhNTEtMjljZTJjYTljYTBjXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_Ratio0.6763_AL_.jpg,"Paul King (director), Timothée Chalamet, Olivia Colman, Hugh Grant, Keegan-Michael Key",,0
tt15732324,38,+520,OMG 2,OMG 2 (2023),2023,https://m.media-amazon.com/images/M/MV5BNmQ3MThkOWEtNTA0NC00YzI2LWIxZjEtZjdlZTVmNzQ2ZGViXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_Ratio0.7536_AL_.jpg,"Amit Rai (director), Akshay Kumar, Pankaj Tripathi, Yami Gautam, Pawan Malhotra",7.8,30191
tt4495098,39,-14,Gran Turismo,Gran Turismo (2023),2023,https://m.media-amazon.com/images/M/MV5BMTI1YjFmN2UtOWZhOC00MjkwLTg2ZjgtNDQ5NDQ3YWNmNGRkXkEyXkFqcGdeQXVyMTAxNzQ1NzI@._V1_Ratio0.6763_AL_.jpg,"Neill Blomkamp (director), David Harbour, Orlando Bloom, Archie Madekwe, Takehiro Hira",7.2,47144
tt22640398,40,+95,V/H/S/85,V/H/S/85 (2023),2023,https://m.media-amazon.com/images/M/MV5BN2M5NGQ3OWItMTRmZi00Y2M1LTlkMjMtYzVmMDE5MGJhZTA2XkEyXkFqcGdeQXVyNDYyODMxOTc@._V1_Ratio0.6763_AL_.jpg,"David Bruckner (director), Scott Derrickson (director), Natasha Kermani (director), Mike P. Nelson (director), Gigi Saul Guerrero (director), Gigi Saul Guerrero, James Ransone, Kelli Garner, Freddy Rodríguez",5.7,3446
tt5052448,41,+136,Get Out,Get Out (2017),2017,https://m.media-amazon.com/images/M/MV5BMjUxMDQwNjcyNl5BMl5BanBnXkFtZTgwNzcwMzc0MTI@._V1_Ratio0.6763_AL_.jpg,"Jordan Peele (director), Daniel Kaluuya, Allison Williams, Bradley Whitford, Catherine Keener",7.8,663227
tt0387564,42,-9,Saw,Saw (2004),2004,https://m.media-amazon.com/images/M/MV5BM2M1MzI1MWYtYmM2ZC00OWY3LTk0ZGMtNmRkNzU1NzEzMWE5XkEyXkFqcGdeQXVyODUwOTkwODk@._V1_Ratio0.6763_AL_.jpg,"James Wan (director), Cary Elwes, Leigh Whannell, Danny Glover, Ken Leung",7.6,451555
tt14633464,43,+118,Desperation Road,Desperation Road (2023),2023,https://m.media-amazon.com/images/M/MV5BMTQ0MWFmZWEtYjk4Yy00NTFhLWE5MzQtOTA2ZmIyZjViMDJlXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_Ratio0.6763_AL_.jpg,"Nadine Crocker (director), Willa Fitzgerald, Mel Gibson, Ryan Hurst, Garrett Hedlund",5.8,1183
tt9224104,44,-22,Meg 2: The Trench,Meg 2: The Trench (2023),2023,https://m.media-amazon.com/images/M/MV5BMTM2NTU1ZTktNjc4YS00NjNhLWE4NmYtOTM2YjFjOGUzNmYzXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_Ratio0.6763_AL_.jpg,"Ben Wheatley (director), Jason Statham, Jing Wu, Shuya Sophia Cai, Cliff Curtis",5.1,58244
tt13957560,45,-10,Dumb Money,Dumb Money (2023),2023,https://m.media-amazon.com/images/M/MV5BNGFmZGY4MGMtNzIzZi00ODg1LWJhOWUtOTA3NzlhMDZmOWI5XkEyXkFqcGdeQXVyMTAxNzQ1NzI@._V1_Ratio0.6763_AL_.jpg,"Craig Gillespie (director), Paul Dano, Pete Davidson, Vincent D'Onofrio, America Ferrera",7.1,7919
tt14230458,46,0,Poor Things,Poor Things (2023),2023,https://m.media-amazon.com/images/M/MV5BNGIyYWMzNjktNDE3MC00YWQyLWEyMmEtN2ZmNzZhZDk3NGJlXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_Ratio0.6763_AL_.jpg,"Yorgos Lanthimos (director), Emma Stone, Mark Ruffalo, Willem Dafoe, Ramy Youssef",8.5,2112
tt10366206,47,+1,John Wick: Chapter 4,John Wick: Chapter 4 (2023),2023,https://m.media-amazon.com/images/M/MV5BMDExZGMyOTMtMDgyYi00NGIwLWJhMTEtOTdkZGFjNmZiMTEwXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_Ratio0.6763_AL_.jpg,"Chad Stahelski (director), Keanu Reeves, Laurence Fishburne, George Georgiou, Lance Reddick",7.8,288075
tt15671028,48,-4,No Hard Feelings,No Hard Feelings (2023),2023,https://m.media-amazon.com/images/M/MV5BMjg3N2M3OWUtZGQ3NC00OGI1LTllZDUtMTdiYWQxMTk0YTg2XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_Ratio0.6763_AL_.jpg,"Gene Stupnitsky (director), Jennifer Lawrence, Andrew Barth Feldman, Laura Benanti, Matthew Broderick",6.4,84469
tt11908172,49,+111,The Kill Room,The Kill Room (2023),2023,https://m.media-amazon.com/images/M/MV5BODIxY2YzMjEtYjIzYS00MmE3LTkwYjQtZGUzYjY1M2IyMzZmXkEyXkFqcGdeQXVyMTQ4MzYwMTY5._V1_Ratio0.6763_AL_.jpg,"Nicol Paone (director), Samuel L. Jackson, Maya Hawke, Uma Thurman, Joe Manganiello",5.4,1399
tt15334488,50,-22,After Everything,After Everything (2023),2023,https://m.media-amazon.com/images/M/MV5BNWFmODIzZjEtMTQzZi00OWQyLThhZDItNjI5NDVmZWZiZmViXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_Ratio0.6763_AL_.jpg,"Castille Landon (director), Hero Fiennes Tiffin, Josephine Langford, Kefas Brand, Mimi Keene",4.6,3206
tt11762114,51,+161,Mean Girls,Mean Girls (2024),2024,https://m.media-amazon.com/images/M/MV5BNDE4Nzc1YTAtNmJhZi00NGY0LTkxOGYtNWU5MGVmN2I1ODg0XkEyXkFqcGdeQXVyODUzMjQxMTA@._V1_Ratio0.6763_AL_.jpg,"Samantha Jayne (director), Arturo Perez Jr. (director), Jon Hamm, Angourie Rice, Ashley Park, Jenna Fischer",,0
tt3532216,52,+585,American Made,American Made (2017),2017,https://m.media-amazon.com/images/M/MV5BMTUxNzUwMjk1Nl5BMl5BanBnXkFtZTgwNDkwODI1MjI@._V1_Ratio0.6763_AL_.jpg,"Doug Liman (director), Tom Cruise, Domhnall Gleeson, Sarah Wright, Jesse Plemons",7.1,200122
tt9362930,53,-17,Blue Beetle,Blue Beetle (2023),2023,https://m.media-amazon.com/images/M/MV5BMmY1ODUzZGItNDllOS00MDBhLTg4NmUtYjU4YjUxMGNlYmMwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_Ratio0.6763_AL_.jpg,"Angel Manuel Soto (director), Xolo Maridueña, Bruna Marquezine, Becky G, Damián Alcázar",6.1,55162
tt15837338,54,-20,PAW Patrol: The Mighty Movie,PAW Patrol: The Mighty Movie (2023),2023,https://m.media-amazon.com/images/M/MV5BMGI4NTNlODItMGJlZi00OTIwLTlkM2ItMWFkZjJhZDIzMDc3XkEyXkFqcGdeQXVyMTEyNzQ1MTk0._V1_Ratio0.6763_AL_.jpg,"Cal Brunker (director), Mckenna Grace, Taraji P. Henson, Marsai Martin, Christian Convery",6,2275
tt0094721,55,+17,Beetlejuice,Beetlejuice (1988),1988,https://m.media-amazon.com/images/M/MV5BZDdmNjBlYTctNWU0MC00ODQxLWEzNDQtZGY1NmRhYjNmNDczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_Ratio0.6763_AL_.jpg,"Tim Burton (director), Alec Baldwin, Geena Davis, Michael Keaton, Annie McEnroe",7.5,324610
tt0107688,56,+37,The Nightmare Before Christmas,The Nightmare Before Christmas (1993),1993,https://m.media-amazon.com/images/M/MV5BNWE4OTNiM2ItMjY4Ni00ZTViLWFiZmEtZGEyNGY2ZmNlMzIyXkEyXkFqcGdeQXVyMDU5NDcxNw@@._V1_Ratio0.6763_AL_.jpg,"Henry Selick (director), Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey",7.9,360080
tt5971474,57,-16,The Little Mermaid,The Little Mermaid (2023),2023,https://m.media-amazon.com/images/M/MV5BYTUxYjczMWUtYzlkZC00NTcwLWE3ODQtN2I2YTIxOTU0ZTljXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_Ratio0.6763_AL_.jpg,"Rob Marshall (director), Halle Bailey, Jonah Hauer-King, Melissa McCarthy, Javier Bardem",7.2,139087
tt0862856,58,+50,Trick 'r Treat,Trick 'r Treat (2007),2007,https://m.media-amazon.com/images/M/MV5BYmIyY2E5YjMtZDA3NC00MmIzLWFkZmItNzVlODllZWNlZmRkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_Ratio0.6763_AL_.jpg,"Michael Dougherty (director), Anna Paquin, Brian Cox, Dylan Baker, Rochelle Aytes",6.7,100479
tt15009428,59,-53,Argylle,Argylle (2024),2024,https://m.media-amazon.com/images/M/MV5BZDM3YTg4MGUtZmUxNi00YmEyLTllNTctNjYyNjZlZGViNmFhXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_Ratio0.6763_AL_.jpg,"Matthew Vaughn (director), Henry Cavill, Dua Lipa, Sofia Boutella, Bryce Dallas Howard",,0
tt15683734,60,+229,It Lives Inside,It Lives Inside (2023),2023,https://m.media-amazon.com/images/M/MV5BMDIyMzRjZjktZGJhMC00MDczLWI5OTQtZmU4MzkwNDBkZmFmXkEyXkFqcGdeQXVyMTMzOTQyOTk1._V1_Ratio0.6763_AL_.jpg,"Bishal Dutta (director), Megan Suri, Neeru Bajwa, Mohana Krishnan, Betty Gabriel",5.3,2968
tt9362722,61,-9,Spider-Man: Across the Spider-Verse,Spider-Man: Across the Spider-Verse (2023),2023,https://m.media-amazon.com/images/M/MV5BMzI0NmVkMjEtYmY4MS00ZDMxLTlkZmEtMzU4MDQxYTMzMjU2XkEyXkFqcGdeQXVyMzQ0MzA0NTM@._V1_Ratio0.6763_AL_.jpg,"Joaquim Dos Santos (director), Kemp Powers (director), Justin K. Thompson (director), Shameik Moore, Hailee Steinfeld, Brian Tyree Henry, Luna Lauren Velez",8.7,278830
tt12747748,62,-33,Leave the World Behind,Leave the World Behind (2023),2023,https://m.media-amazon.com/images/M/MV5BMTVlN2I1ODEtMTJmZC00Y2ExLWI2NDUtMzNmMGFmODY2NWFmXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_Ratio0.7150_AL_.jpg,"Sam Esmail (director), Julia Roberts, Mahershala Ali, Ethan Hawke, Myha'la Herrold",,0
tt4873118,63,-13,The Covenant,The Covenant (2023),2023,https://m.media-amazon.com/images/M/MV5BNmQzOWZhOTMtZTcxNC00MTdkLWEwYmUtOWVmOTFhNTdkNjRkXkEyXkFqcGdeQXVyODk2NDQ3MTA@._V1_Ratio0.6763_AL_.jpg,"Guy Ritchie (director), Jake Gyllenhaal, Dar Salim, Sean Sagar, Jason Wong",7.5,132233
tt26569323,64,+7491,The Mill,The Mill (2023),2023,https://m.media-amazon.com/images/M/MV5BZDc1NzM0MTQtZjQ3Ny00MWViLTk1YTAtMjA5NDRhZWI5YjNmXkEyXkFqcGdeQXVyMzQ1OTY2Nzg@._V1_Ratio0.8019_AL_.jpg,"Sean King O'Grady (director), Lil Rel Howery, Pat Healy, Karen Obilom, Patrick Fischler",5.3,1075
tt8589698,65,-25,Teenage Mutant Ninja Turtles: Mutant Mayhem,Teenage Mutant Ninja Turtles: Mutant Mayhem (2023),2023,https://m.media-amazon.com/images/M/MV5BYzE4MTllZTktMTIyZS00Yzg1LTg1YzAtMWQwZTZkNjNkODNjXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_Ratio0.6763_AL_.jpg,"Jeff Rowe (director), Kyler Spears (director), Micah Abbey, Shamon Brown Jr., Nicolas Cantu, Brady Noon",7.3,45445
tt26596953,66,-24,Forgotten Love,Forgotten Love (2023),2023,https://m.media-amazon.com/images/M/MV5BYWMyNTQxMDQtZDVjZi00MjlkLWJiMDktNWViODQ0OGQ2NmFhXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_Ratio0.6763_AL_.jpg,"Michal Gazda (director), Leszek Lichota, Maria Kowalska, Ignacy Liss, Anna Szymanczyk",7.6,4477
tt0117571,67,+17,Scream,Scream (1996),1996,https://m.media-amazon.com/images/M/MV5BMjA2NjU5MTg5OF5BMl5BanBnXkFtZTgwOTkyMzQxMDE@._V1_Ratio0.6763_AL_.jpg,"Wes Craven (director), Neve Campbell, Courteney Cox, David Arquette, Skeet Ulrich",7.4,375215
tt16374352,68,-31,The Blind,The Blind (2023),2023,https://m.media-amazon.com/images/M/MV5BN2FhYjY5ZjYtMTAzMi00ODRlLThjNWMtZTU3NmVhMmM2Njk1XkEyXkFqcGdeQXVyMjg5MjgzNTA@._V1_Ratio0.6763_AL_.jpg,"Andrew Hyatt (director), Aron von Andrian, Amelia Eve, Matthew Erick White, Brielle Robillard",6.6,996
